Name of the product,Product Brand,categories,primaryCategories,reviews.date,reviews.text,reviews.title,sentiment,review_length,sentiment_score
12,0,0,0,2017-01-07T00:00:00.000Z,ha great sound clarityalexia ha great respons,"['awesom', 'speaker']",Positive,7,0.9186
9,0,6,1,2018-01-20T00:00:00.000Z,we bought thi for mother in law buy anoth for me,"['had', 'to', 'upgrad']",Positive,11,0.0
13,0,9,0,2017-05-18T00:00:00.000Z,i bought thi for my daughter for christma i could set her a a user and make it safe for her age i download book and app with ea im glad that she is love her fire,"['amazon', 'fire']",Positive,37,0.8271
9,0,6,1,2017-07-06T00:00:00.000Z,love that i can view my arlo cam on it love it play movi trailer on point love the lyric when play music love the video call love the drop in to other alexa devic around the hous they now work a intercom so i can be in the 3rd floor of my hous 3 stori home in la vega the doorbel ring i can say alexa show me front door arlo cam then i can say alexa open front door drop in on the echo by front door and say come on up just have a blast with thi stuff ye i am in deep with the smart home thing alexa turn on the light hue color light turn on the fan wemo switch alexa set hous to 77 degre nest so endless yeah i would say the echo show is a good start,"['love', 'it']",Positive,145,0.9861
16,0,8,0,2016-12-30T00:00:00.000Z,thi wa a gift for my kid they love them easi to use and lot of great app,"['great', 'for', 'kid']",Positive,18,0.9042
11,0,7,0,2016-10-08T00:00:00.000Z,i like the chang that have been made sinc my current 4 year old unit wa purchas,"['good', 'design']",Positive,17,0.3612
0,0,12,0,2016-12-14T00:00:00.000Z,purchas mainli to use travel so havent realli had the opportun to give it a fair road test at thi point it wa advertis a capabl of download movi and book so you can watchread while travel without burn through your data or be hit with data roam fee or have to purchas wifi dure flight,"['okay', 'for', 'a', 'small', 'tablet']",Positive,56,0.3182
19,0,11,0,2017-01-30T00:00:00.000Z,thi wa a great tablet for the price for my wife perfect size and good for travel,"['nice', 'littl', 'tablet']",Positive,17,0.8934
9,0,6,1,2017-12-01T00:00:00.000Z,set up the amazon show wa a littl trickybut i manag to navig through it itäô so cool to add compat equip,"['fun', 'to', 'use']",Positive,22,0.5706
9,0,6,1,2018-01-06T00:00:00.000Z,thi alexa devic is great fun and use for sever person assist type applic i use it in conjunct with some tplink light switch and it work flawlessli it is nice to see the lyric to song she play and call other peopl who have the show or spot work well she is also realli good at set remind and alarm anoth use featur is a an in home intercom,"['fun', 'new', 'amazon', 'devic']",Positive,70,0.9349
13,0,9,0,2016-10-17T00:00:00.000Z,thi is my first tablet so far i am plea with my fire tablet i am not a gamer i do basic internet search and check email is easier due to size than use my smart phone no problem or issu to thi point,"['my', 'first', 'tablet']",Positive,44,0.6551
2,0,10,0,2017-04-07T00:00:00.000Z,veri fast veri function love the eread function movi music and internet work great love it,"['absolut', 'love', 'it']",Positive,16,0.926
16,0,8,0,2017-02-03T00:00:00.000Z,great way to get kid introduc to use a tablet a ton of free softwar is avail guarante seal the deal,"['great', 'educ', 'tool', 'for', 'kid']",Positive,21,0.8126
16,0,8,0,2016-09-24T00:00:00.000Z,purchas a a birthday gift for grandson and he love it,"['easi', 'quick', 'find', 'in', 'store']",Positive,11,0.7964
9,0,6,1,2017-12-27T00:00:00.000Z,i have had the echo show for about a month now so thi review is from a new user whom ha never had smart devic asid from cell phone alexa is great for listen to music most of it free if your an amazon prime member pair your echo devic with a bluetooth speaker for awesom sound alexa work well with smart home devic such a light bulb outlet and thermostat most of these are realli easi to set up so you dont have to be a veri technic person all of which can be voic control or remot via the alexa app from your smart phone if you have a friend with an echo show you can make video call via the devic or directli to a smart phone which is pretti awesom for famili and friend whom live far away a far a answer question do not expect the best answer the bing search engin need some work if you want to ask the question she prompt you with on an echo show she your girl but if you want to know someth you might have to look it up yourself ie weather forecast you get whatev bing use and the short version if bing would expand their horizon in search i would definit 5 star thi item she doe fairli well with recip and shop list i am go to be tri out the calendar sync portion of thi with my wife after the holiday all in all veri fun help item it can order you pizza too,"['need', 'better', 'search', 'engin']",Positive,261,0.9799
12,0,0,0,2017-06-23T00:00:00.000Z,i have put the dot in the bedroom where my echo is in the live area my famili use her for everyth enjoy everyth about the echo dot,"['i', 'have', 'the', 'origin', 'echo', 'and', 'love', 'it']",Positive,28,0.4939
2,0,10,0,2016-12-30T00:00:00.000Z,perfect size work great just a advertis ha a long batteri life,"['love', 'it']",Positive,12,0.8807
0,0,12,0,2016-12-24T00:00:00.000Z,i bought these a a starter onlin browser it is a veri portabl pad great price,"['great', 'littl', 'onlin', 'browser', 'for', 'the', 'price']",Positive,16,0.6249
2,0,10,0,2017-01-23T00:00:00.000Z,cheaper than the paper white and ha more abil,"['nice', 'for', 'the', 'price']",Positive,9,0.34
16,0,8,0,2017-01-06T00:00:00.000Z,my son is 3 and he love it so easi to use it great,"['a', 'great', 'tabl', 'for', 'kid']",Positive,14,0.8519
2,0,10,0,2016-12-31T00:00:00.000Z,i use it at home instead of a comput i gave it four star instead of five becaus it seem to lose wifi frequent howev thi could be due to hous wifi issu the tablet is fast and easi to use love the ea of download book,"['good', 'tablet']",Positive,47,0.3612
13,0,9,0,2017-05-27T00:00:00.000Z,mani featur pack into a low price good a an eread or light tablet use to surf internet email and game easi to use memori is expand too,"['great', 'tablet', 'for', 'the', 'price']",Positive,28,0.4767
9,0,6,1,2017-12-01T00:00:00.000Z,promis product that ha been get better with softwar updat sinc releas,['promis'],Positive,12,0.6486
12,0,0,0,2017-05-05T00:00:00.000Z,the famili realli enjoy the amazon tap thi is an awesom invest we talk to alexa everyday,"['excel', 'amazon', 'tap', 'famili', 'love', 'it']",Positive,17,0.5994
13,0,9,0,2017-03-15T00:00:00.000Z,bought thi with the intent of read more it serv it purpos i will be purchas anoth one soon for my nephew for hi book and learn game,"['good', 'for', 'read', 'and', 'simpl', 'homework']",Positive,28,0.0
13,0,9,0,2016-07-15T00:00:00.000Z,quit light easi to conceal easi to use and quit quick,"['great', 'tablet', 'easi', 'to', 'use']",Positive,11,0.0
13,0,9,0,2016-07-15T00:00:00.000Z,thi wa a perfect tablet for my 12 year old it doe everyth that she need it to,['great'],Positive,18,0.5719
3,0,14,0,2016-11-18T00:00:00.000Z,my husband love thi he is happi that he can read anyth he choos from hi librari and that he also ha wifi access to get to hi email and the internet whenev he want,"['best', 'gift']",Positive,35,0.7845
5,0,1,1,2017-12-20T00:00:00.000Z,we love our alexia we mostli use it for music and to control the light,"['love', 'it']",Positive,15,0.6369
13,0,9,0,2017-02-18T00:00:00.000Z,i bought thi for my daughter who use it in her ap classeseasi to use a bigger screen than her phone screen in class she love itpric wa great,"['great', 'purchas']",Positive,29,0.8519
19,0,11,0,2017-06-03T00:00:00.000Z,thi is a nice littl tablet for me sinc i dont do a lot on a tablet it a great size it took a littl get use to work with but am a littl more comfort with it now,"['great', 'tablet']",Positive,39,0.7986
9,0,6,1,2017-12-30T00:00:00.000Z,love thi product easi to use and it doe so much ch,"['amazon', 'show']",Positive,12,0.6369
9,0,2,1,2018-02-21T00:00:00.000Z,great product and it is veri easi to set up and use,"['love', 'it']",Positive,12,0.6249
16,0,8,0,2017-01-20T00:00:00.000Z,i bought thi for my 3 year old son for christma it keep him busi while my wife and i take him out to dinner at a restaur it rel easi to use and he like some of the kid video we download for free,"['good', 'gift']",Positive,45,0.7003
17,0,13,0,2017-01-06T00:00:00.000Z,bought for my 2 year old granddaught l she love it so easi to use she can navig through it with no problem,"['thi', 'is', 'a', 'great', 'producteasi', 'to', 'to', 'use']",Positive,23,0.8576
2,0,10,0,2016-12-20T00:00:00.000Z,we got a great deal on fire hd 8 my kid love play on it,"['fire', 'hd']",Positive,15,0.8519
19,0,11,0,2016-12-16T00:00:00.000Z,my second kindl fire live up to amazonso descript,"['did', 'not', 'read', 'review']",Positive,9,-0.34
9,0,2,1,2018-01-05T00:00:00.000Z,when i purchas thi item i wa unawar how much it realli doe i can liter control my entir home with it,"['grey', 'product']",Positive,22,0.0
7,0,21,0,2015-07-13T00:00:00.000Z,even though it is a littl prici i like my new kindl voyag it look smaller but it is becaus it onli the screen no button it is lightweight you can scroll and turn page with touch screen press or with physic small button on the side it is automat adjust to differ light condit,['excel'],Positive,55,-0.2617
16,0,8,0,2017-03-15T00:00:00.000Z,i bought these for my five and sixyearold and they love the game and educ app that come with it load from amazon prime for free for a whole year great valu for the money i will be refer thi product to all of my friend,"['great', 'buy', 'kid', 'love', 'it']",Positive,46,0.9477
9,0,6,1,2018-01-26T00:00:00.000Z,iäôv been enjoy thi item and get inform so fast best purchas i ever made,"['great', 'toy', 'for', 'everyon']",Positive,15,0.8261
16,0,8,0,2017-01-20T00:00:00.000Z,kid proof bought for my grand babi and they love it,"['great', 'for', 'kid']",Positive,11,0.802
5,0,1,1,2018-01-23T00:00:00.000Z,return product caus i did not like it and realli had no use for it,['return'],Negative,15,-0.5122
18,0,19,0,2017-01-16T00:00:00.000Z,great tablet for mani use purchas mainli for read but have use it multipl time just brow the web and social medium,"['purchas', 'to', 'read', 'book', 'and', 'web', 'brow']",Positive,22,0.3716
2,0,10,0,2017-03-23T00:00:00.000Z,thi replac a kindl 7 hdx with 32gb of ram the older tablet had a charg port that wasnt function anymor had the geek squad warranti so they issu a full credit for the old tablet and my son chose the hd8 a hi new tablet other than the screen resolut be lower and le memori great tablet my son didnt care about the resolut and the new kindl let you pop in an sd card for more storag pop in a 64gb sd card and he a happi camper now,"['great', 'tablet']",Positive,91,0.2668
9,0,6,1,2017-09-15T00:00:00.000Z,it not open yet it a bday gift but i think they will love it,"['the', 'newest', 'echo']",Positive,15,0.8294
5,0,1,1,2017-12-02T00:00:00.000Z,thi ha got to be the best electron purchas iäôv made in recent month easi to set up so mani skill to enabl alexa know it all the rang is about 30 foot for it to hear and recogn my voic be sure to speak clearli great purchas and exce my expect work great with my io devic too,"['final', 'a', 'devic', 'that', 'truli', 'listen']",Positive,59,0.9524
2,0,10,0,2016-12-07T00:00:00.000Z,i bought thi item for my nephew and he love it i have the old version of the fire hd and i love it a well it way cheaper than buy an appl tablet we havent had ani problem with it well worth your money,"['great', 'tablet']",Positive,45,0.924
2,0,10,0,2017-02-03T00:00:00.000Z,great tablet for my childthi tablet wa just everyth that i need it for my child,"['great', 'tablet', 'for', 'my', 'child']",Positive,16,0.6249
2,0,10,0,2017-01-22T00:00:00.000Z,i dont use much of the applic but it work for thing i need,"['like', 'it']",Positive,14,0.0
9,0,2,1,2018-01-29T00:00:00.000Z,the amazon show ha to be one of the best smart home devic that everi came out alexa video music and drop in amaz product,"['freak', 'awesom']",Positive,25,0.836
14,0,22,3,2017-01-18T00:00:00.000Z,i got the amazon fire hd 10 for read and other activ it wa veri easi to set up netflix work ok on it it mostli work well but there are limit to the app that are avail i tri it out for a while and then return it for a samsung s2 97,"['fun', 'and', 'easi', 'to', 'use']",Positive,54,0.2023
13,0,9,0,2017-02-14T00:00:00.000Z,the onli problem i have is have to recharg batteri everi 45 hr other than that is a great item,"['short', 'batteri', 'life']",Positive,20,0.34
15,0,17,0,2017-02-13T00:00:00.000Z,easi to use nice side and easi to read also veri easi to load,"['love', 'it']",Positive,14,0.4215
2,0,10,0,2017-05-18T00:00:00.000Z,i use it to stream movi while on the tread mill at the gym,"['great', 'to', 'stream', 'movi']",Positive,14,0.0
16,0,8,0,2017-06-02T00:00:00.000Z,thi is great if you have two kid and want to give them a tablet to play with my problem is that my child is dyslex and thi is the lowest level reader that current support audiblecom that is the hardwar support audibl in order for my child to use audibl i had to disabl all of the famili featur and tri to turn it into a reader i wa sad becaus there are lot of great famili featur that i had to disablei did not use geek squad i reach out directli to kindl support presal they could not tell me the differ between the free and paid famili packag i had to get to a senior person to help me figur be out whi audibl did not work and the to disabl the famili featur even then i could not disabl the alexa app my child ha full access to alexa and the right to turn on shop kind of scaryso my disappoint is that amazon doe not make a kid friendli kindl that we can have audiblecom on for my child learn disabl,"['best', 'kindl', 'for', 'my', 'need']",Positive,186,0.9565
2,0,10,0,2017-01-16T00:00:00.000Z,the screen size is good and the hd pictur are clear i also like the camera photo they are better than my cell phone camera the size of the pictur are great i would recommend thi fire hd for the ea of use,"['i', 'like', 'the', 'screen', 'size', 'and', 'the', 'camera']",Positive,43,0.9337
9,0,6,1,2017-12-09T00:00:00.000Z,love alexa and everyth she can do so great you can connect to other devic,"['great', 'for', 'the', 'hous']",Positive,15,0.887
16,0,8,0,2017-04-01T00:00:00.000Z,good kid tablet for game and video but the charger is pretti annoy,"['good', 'kid', 'tablet']",Positive,13,-0.4404
9,0,6,1,2018-01-12T00:00:00.000Z,great product easi to use veri easi to set up,"['echo', 'show']",Positive,10,0.6249
16,0,8,0,2016-11-18T00:00:00.000Z,i purchas thi tablet for my grandson who is 4 year old he love it,"['great', 'tablet', 'for', 'toddler']",Positive,15,0.6369
2,0,10,0,2017-04-30T00:00:00.000Z,a perfect tablet at a reason cost whi pay higher price for bell and whistl you dont use the back lit featur is great for read in low light condit,"['perfect', 'tablet']",Positive,30,0.743
17,0,13,0,2017-04-28T00:00:00.000Z,love the idea of it not a easi to put the dvd movi on it,"['bought', 'for', 'my', 'grandson']",Positive,15,0.6369
16,0,8,0,2017-03-26T00:00:00.000Z,bought for grand daughter for xma sinc most 5 year old now a lot about tablet and had no problem with thi veri easi to use,"['ea', 'of', 'use']",Positive,26,0.6437
19,0,11,0,2017-03-27T00:00:00.000Z,hii order thi for my daughter who ha an extens like of tablet she didnt like it becaus of lack of googl play servic and she didnt have the patienc to work with it i knew that the o is onli amazon specif but despit the app that can be download she wa disappoint i return itif you are an avid amazon person the tablet work great if you want a googl tablet thi isnt for you i would recommend these for peopl that want a good decent tablet that they can read and use amazon app on,"['it', 'gd', 'if', 'you', 'like', 'amazon']",Negative,98,0.9509
12,0,0,0,2017-03-15T00:00:00.000Z,my wife use the tap mostli to listen to music she love the fact that she can take it into ani room of the hous no more have to turn up the sound to hear im differ part of the hous,"['wife', 'love', 'the', 'tap']",Positive,41,0.4588
2,0,10,0,2017-01-23T00:00:00.000Z,i need a tablet to begin explor googl and kindl fire wa a great choic,"['great', 'tablet']",Positive,15,0.4019
18,0,19,0,2017-01-20T00:00:00.000Z,hard to use lot of ad and randomli close app,"['not', 'a', 'huge', 'fan']",Negative,10,-0.1027
5,0,1,1,2017-12-22T00:00:00.000Z,have a great experi use the alexa echo plu product,"['plea', 'with', 'purchas', 'so', 'far']",Positive,10,0.6249
13,0,9,0,2016-07-15T00:00:00.000Z,lighter weight than my old kindl fire easier to carri with me,"['lighter', 'weight']",Positive,12,0.1027
13,0,9,0,2016-10-19T00:00:00.000Z,i love my tablet i didnt think at first that i would like thi size but it is perfect for me i would recommend thi tablet to all my friend,"['great', 'tablet']",Positive,30,0.9513
9,0,6,1,2017-07-21T00:00:00.000Z,a bit difficult to set up but it is amaz love the screen,"['realli', 'neat']",Positive,13,0.7227
19,0,11,0,2017-02-25T00:00:00.000Z,love thi product and dont know whi it took so l,"['lamazon', 'fire', 'tablet', 'one', 'of', 'my', 'best', 'buy']",Positive,11,0.8429
1,0,13,0,2017-03-13T00:00:00.000Z,the kindl over all is great there onli one thing i would want better and that is the speaker my last kindl wa louder i realli miss the louder speaker,"['i', 'love', 'my', 'kindl']",Positive,30,0.7717
16,0,8,0,2017-01-18T00:00:00.000Z,got thi for my 3 year old due to it have the bumper and i will tell you it well worth it i couldnt tell you how mani time it been drop and surviv everi time,"['daughter', 'love', 'it']",Positive,36,0.2263
18,0,19,0,2017-01-30T00:00:00.000Z,thi product is great it is great for those that enjoy use it for read but also for entertain it is the perfect size for sit in a coffe shop or on your couch to read a book or watch your favorit tv show,"['great', 'for', 'read', 'and', 'for', 'entertain']",Positive,44,0.9349
5,0,1,1,2018-02-02T00:00:00.000Z,the alexa work well and turn my light on and off for me in bed and play my playlist for when i sleep veri nice for the bedroom,"['veri', 'interest']",Positive,28,0.743
9,0,6,1,2017-12-23T00:00:00.000Z,not onli doe it round out my collect of alexa devic i have two echo and one dot it also work well with the ring 2 video door belli can see who is at my front door without open it,"['great', 'addit', 'to', 'ring', 'video', 'door', 'bell']",Positive,40,0.2732
2,0,10,0,2016-12-26T00:00:00.000Z,thi tablet run smooth with all amazon app the internet run at a steadi frame rate and it had a decent size screen,"['good', 'for', 'the', 'price']",Positive,23,0.1779
19,0,11,0,2017-07-19T00:00:00.000Z,so far i havent had ani troubl with thi tablet onli thing that suck is thi i cant text from it if anyon who an app for it let me know thank you,"['pretti', 'good', 'for', 'the', 'price']",Positive,33,-0.1027
17,0,13,0,2017-01-06T00:00:00.000Z,thi is the second one i bought my grandkid love them,"['love', 'it']",Positive,11,0.6369
13,0,9,0,2016-09-02T00:00:00.000Z,love thi kindl excel price i just carri it everywher fit perfectli in my purs,"['carri', 'everywher']",Positive,15,0.8658
19,0,11,0,2016-09-24T00:00:00.000Z,i bought thi becaus i recent sign up for amazon prime and want to take advantag of the free book nice tablet,"['great', 'tablet']",Positive,22,0.7964
9,0,6,1,2017-12-06T00:00:00.000Z,i can watch video check my secur camera and grey two for a fantast price,"['veri', 'cool', 'product']",Positive,15,0.0516
2,0,10,0,2017-01-07T00:00:00.000Z,i would buy anoth one for the pricegood product,"['great', 'price']",Positive,9,0.0
12,0,0,0,2017-01-24T00:00:00.000Z,i absolut love my amazon tap it in my opinion is the best bluetooth speaker around and with the ad skill when on wifi the tap is better than the echo portabl ye sound qualiti off the chart i bluetooth thi to my comput and listen to movi with great dolbi sound qualiti the batteri life ha been test dure a camp trip 8 hour and it kept the charg it also easi to recharg it without the stand veri cool best buy price made it all the best buy of the christma season i pick up the item same day at a local best buy the experi wa 1 2 done veri conveni veri help i would recommend thi to all my friend,"['amazon', 'tap', 'best', 'portabl', 'tech', 'item', 'of', 'the', 'season']",Positive,124,0.9917
5,0,1,1,2017-12-03T00:00:00.000Z,it is veri conveni and fun voic comand are easi to use it play the music you want and even read my kindl while i cook,"['veri', 'cool']",Positive,26,0.7184
20,0,16,3,2016-12-28T00:00:00.000Z,good eread with an improv design lightweight,"['nice', 'afford', 'eread']",Positive,7,0.4404
2,0,10,0,2016-12-09T00:00:00.000Z,my wife absolut love thi tablet it wad an earli christma present,['tablet'],Positive,12,0.6369
2,0,10,0,2017-04-07T00:00:00.000Z,nice littl tablet function and easi to usefit the need that i need to use it for,['tablet'],Positive,17,0.4215
9,0,2,1,2018-02-16T00:00:00.000Z,all i realli use it for is music the read downfal is itäô not bluetooth so it ha to be plug in 247,"['great', 'speaker']",Neutral,23,0.3976
19,0,11,0,2016-12-31T00:00:00.000Z,i bought thi for my husband for christma sinc our daughter use the other tablet all the time he ha bare put it down sinc he open it he use it mostli for read and some internet brow overal i am happi with the product and have had no issu so far,"['great', 'for', 'read']",Positive,52,0.0516
17,0,13,0,2017-01-18T00:00:00.000Z,santa brought thi to our daughter she 7 and it perfect for her easi to use and figur out,"['great', 'for', '7', 'year', 'old']",Positive,19,0.5719
9,0,6,1,2018-02-08T00:00:00.000Z,purchas to stay in touch with famili while travel,"['mani', 'featur', 'in', 'advanc', 'technolog']",Positive,9,0.0
13,0,9,0,2016-07-06T00:00:00.000Z,i onli bought thi a a travel companion when i fli it wa cheap and function,"['serv', 'the', 'purpos']",Neutral,16,0.0
13,0,9,0,2017-02-05T00:00:00.000Z,i bought thi for my wife a a gift to replac her older fire absolut love it ha all of the featur she need i dont think there is a better tablet on the market and the valu is incred,"['best', 'tablet', 'on', 'the', 'market', 'for', 'the', 'money']",Positive,40,0.875
18,0,19,0,2017-02-17T00:00:00.000Z,my 6yr old son love the tableti plan on purchas anoth fire tablet,"['great', 'tablet']",Positive,13,0.4215
18,0,19,0,2016-10-22T00:00:00.000Z,the item is a great tablet for basic use such a email youtub and facebook,"['great', 'item']",Positive,15,0.6249
5,0,1,1,2018-01-26T00:00:00.000Z,hub is almost useless end up use spare philip hub the hub built in would onli discov 2 out of 12 bulb 3 day of tri hue bridg 12 out of 12 first tri,"['buy', 'the', 'cheap', 'one', 'without', 'hub']",Negative,34,-0.3626
16,0,8,0,2017-01-06T00:00:00.000Z,thi ha kept my kid entertain but mayb just a littl too entertain sadli they dont want to do much el,"['kid', 'entertain']",Positive,21,0.6081
2,0,10,0,2017-03-16T00:00:00.000Z,never thought a tablet at thi price could be thi good total recommend,"['valu', 'for', 'money']",Positive,13,0.6901
5,0,1,1,2018-02-12T00:00:00.000Z,bought the amazon echo plu philip hue bulb black for my kitchen it is awesom also came with free smart bulb,"['echo', 'plu']",Positive,21,0.7717
2,0,10,0,2017-05-17T00:00:00.000Z,bought it for my wife she love it and i would but one for my self too,['wife'],Positive,17,0.3818
9,0,2,1,2017-12-11T00:00:00.000Z,so great to instantli see famili member to chat demonstr checkin plu all the wonder featur of the echo devic includ video clip movi etc,"['a', 'must', 'have', 'for', 'famili']",Positive,25,0.659
5,0,1,1,2017-12-08T00:00:00.000Z,nice addit to the home but not essenti would recommend a a gift and although i like t i could definit live without it,"['kewl', 'but', 'pointless']",Positive,24,0.7457
18,0,19,0,2016-10-29T00:00:00.000Z,easi to use quick setup fantast screen and the color are vibrant,"['great', 'valu', 'and', 'product']",Positive,12,0.5267
2,0,10,0,2016-12-03T00:00:00.000Z,great over all tablet good build qualiti but cheap enough for the kid to use loo realli a plu for travel instal vlc medium player from the amazon app store and then you have unlimit movi option for up to12 hour add some head phone and that 6 hour trip to disneyland well it so much more tranquil for the adult,"['awsom', 'tablet']",Positive,61,0.8532
9,0,6,1,2018-01-13T00:00:00.000Z,have lot of fun with alexa tell u weather stori play music trivia game with u help with shop list and can face to face talk with my sister in anoth state bought one for her too great addit to our home,"['amazon', 'echo', 'show', 'white']",Positive,42,0.91
11,0,7,0,2017-06-30T23:22:13.000Z,it small light and easi to read from i just wish i would have spent the extra 30 buck and got the paperwhit the more i use thi one the more i wish i had the option of a backlight if your on the fenc a i wa go with the paperwhit howev if the backlight is not an issu thi devic is great and i would recommend it,"['should', 'have', 'bought', 'paperwhit']",Positive,69,0.9058
13,0,9,0,2016-08-05T00:00:00.000Z,the best kindl i have ever use it doe everyth,['great'],Positive,10,0.6369
16,0,8,0,2016-11-16T00:00:00.000Z,it wa great for read but the lag time for load video wa a littl bit longer than an ipad,"['kindl', 'kid', 'fire']",Neutral,20,-0.1406
5,0,1,1,2017-12-23T00:00:00.000Z,i wa wish i good set it up to my pool equip,"['doe', 'almost', 'what', 'i', 'bought', 'it', 'for']",Positive,12,0.6808
9,0,6,1,2018-04-19T00:00:00.000Z,i bought thi for my sister for christma she love them,"['great', 'for', 'offic', 'use']",Positive,11,0.6369
2,0,10,0,2016-11-28T00:00:00.000Z,im disappoint that it doesnt have a mirror display mode,"['it', 'an', 'ok', 'tablet', 'but', 'veri', 'limit', 'in', 'app']",Neutral,10,-0.4019
9,0,2,1,2018-01-23T00:00:00.000Z,i had reserv for the purchas of thi echo show they quickli erod after set it up and use it now sinc christma day everyon in my famili love the camera function sound qualiti pictur resolut and basic everyth about itit isnt total perfect yet but it is a work in progress when it come to the skill and how you choos to use thi devic sinc it is definit design for amazon and their custom versatil enough so that everyon could find someth to enjoy from music pictur video to have your favorit book read to you one of my favorit featur are the ole time radio seri offer in the skill take you back in time a you relax and veri similar to a good book just my prefer and it doe offer much more and new skill are daili be ad although we have sever echo dot everywher my 6yo love to come to the echo show to hear her music or to see new pictur upload to our cloud the sound is amaz for it size that a huge plu pictur are dynam and so far the onli issu with me anyway is it shape slightli odd but it seem to blend into our decor pretti well hope newer and even better skill will be made a thi is a real gem in the rough with ton of applic still ahead that it can be use for i have it connect to our home secur system robot vacuum cleaner and at time to my cell phone taken all togeth it is use fun and a nice addit for our gadget load home,"['amazon', 'awesom']",Positive,276,0.993
2,0,10,0,2016-12-03T00:00:00.000Z,bought two of these for my grandson and grand daughter and they love them i like the parent control and the app,"['bought', 'two', 'of', 'these']",Positive,22,0.8658
15,0,17,0,2017-06-03T00:00:00.000Z,my grandkid play on my smaller one thought i better get a back up for me,"['i', 'like', 'the', 'bigger', 'screen']",Positive,16,0.6486
2,0,10,0,2017-02-03T00:00:00.000Z,great for those who love to read thi tablet is alway readi for on the go trip,"['great', 'product', 'love', 'it', 'perfect', 'for', 'book', 'lover']",Positive,17,0.8519
16,0,8,0,2017-03-16T00:00:00.000Z,i alway buy from best buy they have excel productsth worker are veri knowledg of what they sellthank,"['nice', 'tablet', 'for', 'my', 'littl', 'girl']",Positive,18,0.802
14,0,22,3,2017-08-20T00:00:00.000Z,like better than the 7 inch kindl better to read,"['like', 'the', 'size', 'easi', 'to', 'see']",Positive,10,0.8074
5,0,1,1,2017-12-08T00:00:00.000Z,thi is the second one iäôv bought thi year for gift,"['sound', 'good']",Positive,11,0.4404
11,0,7,0,2017-08-26T00:00:00.000Z,my fianc realli enjoy it i would definit recommend,"['great', 'product']",Positive,9,0.6908
7,0,21,0,2015-08-20T00:00:00.000Z,new kindl is so much better than paperwhit kitti hair alway use to get stuck around the border of the paperwhit not a problem with the voyag,"['love', 'new', 'kindl']",Positive,27,0.5325
7,0,21,0,2017-12-21T00:00:00.000Z,come from a nook reader love the even backlight and weight,"['realli', 'like', 'the', 'form', 'factor']",Positive,11,0.6369
9,0,6,1,2017-08-13T00:00:00.000Z,for some time i have been search for a replac for my soni dash which had support discontinu recent while i am sure that be a bedsid smart alarm clock wa not the primari goal of the echo show it doe fit the bill nice thi wa my first echo purchas and now i have multipl echo and hue light great system all around,"['great', 'devic']",Positive,64,0.9287
19,0,11,0,2017-07-20T00:00:00.000Z,bought thi for my son it been through some stuff and still go strong,"['good', 'product']",Positive,14,0.5106
9,0,6,1,2018-01-16T00:00:00.000Z,i love all of my amazon echo devic right now it doesnt allow youtub but hope they will reach an agreement and fix that,"['love', 'alexa']",Positive,24,0.8983
2,0,10,0,2017-01-05T00:00:00.000Z,product work a describ no issu with perform and it wa a simpl setup perfect for web brow and video,"['awsom', 'tablet', 'and', 'great', 'price']",Positive,20,0.3612
2,0,10,0,2016-12-29T00:00:00.000Z,the hd8 is a great tablet i purchas two for my daughter the tablet feel durabl to touch the screen pictur is crisp and clear,['fire'],Positive,25,0.7717
16,0,8,0,2017-01-16T00:00:00.000Z,great fun r the littl one had to go buy anoth becaus it work so well drop mani time and still is do well,['awesom'],Positive,24,0.8709
2,0,10,0,2016-12-23T00:00:00.000Z,hope thi fire hd 8 would be faster than my old hd firenot so much i guess i expect the new fire hd 8 to perform better but it still lag and is slow to load inform while surf the internet my wife ipad is light year ahead on thi one but what do you expect from a 6070 dollar tablet,"['nice', 'screen', 'resolut']",Neutral,61,-0.3818
19,0,11,0,2016-07-29T00:00:00.000Z,i need a devic to listen to book on a long drive thi pair easili in the car and download the audibl book wa a snap,"['great', 'bluetooth', 'devic', 'for', 'audibl', 'book']",Positive,26,0.0
11,0,7,0,2018-02-06T00:00:00.000Z,thi wa purchas a a gift and theyv absolut love it,"['great', 'item']",Positive,11,0.7964
13,0,9,0,2016-06-24T00:00:00.000Z,love my husband 4th gener disappoint in my 5th gener 4th gener ha 2 speaker and sound is much louder than the current 5th gener i purchas thi expect the same qualiti in sound or better sinc i use the kindl to watch my tv show,['disappoint'],Negative,46,0.7783
13,0,9,0,2017-01-18T00:00:00.000Z,great for my kid and is easi to block purchas even better if you have amazon prime,"['great', '4', 'kid']",Positive,17,0.7003
